CompScore,PoseScore,ContactScore
-3.669623101684228,1.3303768983157724,1.0
-4.232172771107349,0.7678272288926512,1.0
-4.062397235437544,0.9376027645624557,1.0
-1.5893973048059427,0.9106026951940573,0.5
-3.5585234476729077,1.441476552327092,1.0
-3.8146699161134543,1.1853300838865457,1.0
-3.5682694900614043,1.4317305099385957,1.0
-3.447584987924019,1.5524150120759812,1.0
1.1677100483772793,1.1677100483772793,0.0
-3.4016965808202206,1.5983034191797796,1.0
-3.7467447851677287,1.2532552148322715,1.0
-3.5957376618935317,1.404262338106468,1.0
-3.388901191711269,1.6110988082887312,1.0
-0.9030504906565837,1.5969495093434163,0.5
-3.453419925076493,1.546580074923507,1.0
-3.71740608999944,1.2825939100005601,1.0
1.7368587832787161,1.7368587832787161,0.0
-3.2971565453818874,1.7028434546181124,1.0
-2.773518412355593,2.226481587644407,1.0
-1.1544411125181793,1.3455588874818207,0.5
-3.7446864521378442,1.2553135478621555,1.0
-3.459405963350045,1.540594036649955,1.0
-2.687139853539481,2.312860146460519,1.0
-3.2151986878330305,1.7848013121669695,1.0
-3.4135539469378986,1.5864460530621014,1.0
-1.0977100931052275,1.4022899068947725,0.5
-1.1308703587100644,1.3691296412899356,0.5
-3.9378080107593254,1.0621919892406748,1.0
1.35854808079074,1.35854808079074,0.0
-3.744117282220749,1.2558827177792509,1.0
-3.544174555582343,1.4558254444176568,1.0
-0.9439229895587768,1.5560770104412232,0.5
-0.7938081879739991,1.706191812026001,0.5
-1.103802049593969,1.396197950406031,0.5
-2.7514780542174484,2.2485219457825516,1.0
-3.469103345156581,1.5308966548434189,1.0
-3.012367728195723,1.987632271804277,1.0
-3.4708802827141136,1.5291197172858861,1.0
-3.881239158360103,1.1187608416398969,1.0
-2.436940848086069,2.563059151913931,1.0
-2.001565923444017,2.998434076555983,1.0
-1.3710298123303226,3.6289701876696774,1.0
-2.0659048611223874,2.9340951388776126,1.0
-1.9363935222526658,3.063606477747334,1.0
-0.19125043040788858,2.3087495695921114,0.5
-1.963617812698939,3.036382187301061,1.0
-1.8871369029283587,3.1128630970716413,1.0
1.8226182803158473,4.322618280315847,0.5
-2.1749211652732416,2.8250788347267584,1.0
-3.2355882361515835,1.7644117638484167,1.0
-3.11396018118507,1.8860398188149297,1.0
-3.47949162023108,1.5205083797689196,1.0
-3.6746436075941293,1.3253563924058709,1.0
-2.745268437757574,2.254731562242426,1.0
-3.055576205763317,1.944423794236683,1.0
-2.6249350733088974,2.3750649266911026,1.0
-2.7603517014836085,2.2396482985163915,1.0
-3.2752254144025503,1.72477458559745,1.0
-3.458270051570138,1.5417299484298619,1.0
1.4401228935210642,1.4401228935210642,0.0
-3.9442074106979232,1.055792589302077,1.0
-3.716352658377793,1.2836473416222074,1.0
-3.7863772514376137,1.213622748562386,1.0
-3.471659620389315,1.5283403796106851,1.0
-3.5561894497492217,1.4438105502507785,1.0
-3.319912450742275,1.6800875492577252,1.0
-3.744752947737526,1.2552470522624743,1.0
-3.291736440187651,1.7082635598123492,1.0
-3.1952607078085737,1.8047392921914265,1.0
-3.1235806774115757,1.8764193225884243,1.0
-2.5160099476706117,2.4839900523293883,1.0
-1.1756751930395422,3.824324806960458,1.0
-1.1602206313924301,3.83977936860757,1.0
-1.6950720954356893,3.3049279045643107,1.0
-1.3897333626333026,3.6102666373666974,1.0
0.1921109124404463,5.192110912440446,1.0
-1.5127675519161916,3.4872324480838084,1.0
-0.7641199047953267,4.235880095204673,1.0
-0.48845623432009244,4.511543765679908,1.0
-1.485901120244824,3.514098879755176,1.0
-1.6706271686370413,3.3293728313629587,1.0
-1.8509989223431824,3.1490010776568176,1.0
-0.8601812329733649,4.139818767026635,1.0
-0.9283358872204746,4.0716641127795254,1.0
1.5027832199077755,4.0027832199077755,0.5
0.4853689508224983,5.485368950822498,1.0
2.3354799727623092,4.835479972762309,0.5
-1.3991684024087432,3.600831597591257,1.0
-0.9796877617664999,4.0203122382335,1.0
-1.8256356747677076,3.1743643252322924,1.0
-1.521078109772089,3.478921890227911,1.0
0.4395468210646598,2.93954682106466,0.5
-0.4437223226353355,4.5562776773646645,1.0
3.5735119352972253,6.073511935297225,0.5
-0.43807121011093475,4.561928789889065,1.0
3.566276388945618,6.066276388945618,0.5
4.972351955227669,7.472351955227669,0.5
2.5584815257636837,5.058481525763684,0.5
-1.3269620737095797,3.6730379262904203,1.0
